recorded_date_time,timezone,sensor_name_serial_number,gain_setting,battery_voltage,tempeature_celcius
2021-01-23T22:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.8
2021-01-23T22:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-23T23:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-23T23:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-23T23:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-23T23:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-23T23:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-23T23:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-23T23:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-23T23:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-23T23:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-23T23:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-23T23:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-23T23:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T00:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T00:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T00:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T00:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T00:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T00:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T00:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T00:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T00:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T00:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T00:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T00:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T01:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T01:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T01:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T01:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T01:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T01:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T01:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.2
2021-01-24T01:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.4
2021-01-24T01:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T01:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T01:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.1
2021-01-24T01:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.2
2021-01-24T02:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.2
2021-01-24T02:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.6
2021-01-24T02:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.2
2021-01-24T02:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T02:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T02:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.6
2021-01-24T02:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.2
2021-01-24T02:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.1
2021-01-24T02:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T02:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.4
2021-01-24T02:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T02:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T03:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T03:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T03:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T03:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T03:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T03:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.1
2021-01-24T03:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T03:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T03:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T03:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T03:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T03:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T04:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T04:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T04:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T04:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T04:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T04:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T04:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T04:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T04:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T04:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T04:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T04:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T05:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T05:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T05:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T05:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T05:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T05:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T05:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T05:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T05:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T05:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T05:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T05:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T06:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T06:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T06:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T06:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T06:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T06:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T06:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T06:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T06:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T06:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T06:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T06:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T07:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T07:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T07:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T07:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T07:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T07:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T07:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T07:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T07:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T07:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T07:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T07:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T08:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T08:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T08:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T08:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T08:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T08:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T08:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T08:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T08:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T08:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T08:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T08:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T09:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T09:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T09:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T09:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T09:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T09:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.8
2021-01-24T09:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T09:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-24T09:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T09:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T09:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T09:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T10:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T10:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T10:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T10:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T10:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T10:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T10:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T10:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T10:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T10:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T10:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T10:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T11:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T11:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T11:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T11:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T11:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T11:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T11:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T11:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T11:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T11:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T11:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T11:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T12:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T12:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T12:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T12:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T12:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,2.1
2021-01-24T12:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T12:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T12:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T12:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T12:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T12:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T12:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T13:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T13:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T13:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T13:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T13:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T13:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T13:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T13:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T13:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T13:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T13:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T13:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T14:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T14:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T14:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T14:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T14:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T14:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T14:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T14:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T14:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T14:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T14:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T14:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T15:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T15:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T15:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T15:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T15:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T15:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T15:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T15:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T15:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T15:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T15:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T15:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T16:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T16:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T16:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T16:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T16:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,-0.2
2021-01-24T16:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T16:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T16:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T16:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T16:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T16:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T16:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T17:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T17:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T17:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T17:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T17:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T17:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T17:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T17:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T17:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T17:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T17:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T17:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T18:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T18:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T18:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T18:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T18:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T18:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T18:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T18:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T18:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.2
2021-01-24T18:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T18:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T18:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.1
2021-01-24T19:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T19:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.4
2021-01-24T19:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T19:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T19:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T19:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T19:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T19:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T19:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T19:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T19:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T19:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T20:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T20:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.6
2021-01-24T20:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T20:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T20:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T20:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T20:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T20:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T20:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T20:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-24T20:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T20:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T21:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T21:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T21:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T21:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.7
2021-01-24T21:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T21:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T21:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T21:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T21:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T21:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T21:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T21:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T22:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T22:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T22:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T22:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-24T22:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.5
2021-01-24T22:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T22:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T22:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T22:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T22:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-24T22:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T22:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-24T23:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T23:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-24T23:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T23:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-24T23:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T23:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T23:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,0.9
2021-01-24T23:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T23:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T23:46:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-24T23:51:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-24T23:56:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-25T00:01:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1
2021-01-25T00:06:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.2
2021-01-25T00:11:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-25T00:16:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-25T00:21:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-25T00:26:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.7
2021-01-25T00:31:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-25T00:36:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
2021-01-25T00:41:00Z,UTC,AudioMoth 24E144085F256717,medium,4.2,1.4
